QGC WPL 110
0	0	0	16	0	0	0	0	48.200423110	-3.016436120	1.0	1
1	0	0	16	0	0	0	0	48.199881000	-3.016052220	1.0	1
2	0	0	16	1	0	0	0	48.199902301	-3.016105968	1.0	1
3	0	0	16	1	0	0	0	48.199828398	-3.016046753	1.0	1
4	0	0	16	1	0	0	0	48.199784190	-3.015940198	1.0	1
5	0	0	16	1	0	0	0	48.199781522	-3.015814856	1.0	1
6	0	0	16	1	0	0	0	48.199821109	-3.015704310	1.0	1
7	0	0	16	1	0	0	0	48.199892344	-3.015638183	1.0	1
8	0	0	16	0	0	0	0	48.199997440	-3.015687940	1.0	1
9	0	0	16	0	0	0	0	48.200552150	-3.016084690	1.0	1
10	0	0	16	1	0	0	0	48.200622746	-3.016170622	1.0	1
11	0	0	16	1	0	0	0	48.200684920	-3.016194403	1.0	1
12	0	0	16	1	0	0	0	48.200717241	-3.016119692	1.0	1
13	0	0	16	1	0	0	0	48.200720259	-3.016030817	1.0	1
14	0	0	16	1	0	0	0	48.200693165	-3.015951592	1.0	1
15	0	0	16	1	0	0	0	48.200643220	-3.015903245	1.0	1
16	0	0	16	1	0	0	0	48.200598671	-3.016002522	1.0	1
17	0	0	16	0	0	0	0	48.200303410	-3.016524030	1.0	1
18	0	0	16	1	0	0	0	48.200234056	-3.016584659	1.0	1
19	0	0	16	1	0	0	0	48.200218334	-3.016611465	1.0	1
20	0	0	16	1	0	0	0	48.200223719	-3.016647026	1.0	1
21	0	0	16	1	0	0	0	48.200240269	-3.016673795	1.0	1
22	0	0	16	1	0	0	0	48.200263550	-3.016684600	1.0	1
23	0	0	16	1	0	0	0	48.200287323	-3.016676545	1.0	1
24	0	0	16	1	0	0	0	48.200273887	-3.016622232	1.0	1
25	0	0	16	0	0	0	0	48.200510190	-3.015836200	1.0	1
26	0	0	16	1	0	0	0	48.200225094	-3.015939286	1.0	1
27	0	0	16	1	0	0	0	48.200310129	-3.016013635	1.0	1
28	0	0	16	1	0	0	0	48.200408624	-3.016014424	1.0	1
29	0	0	16	1	0	0	0	48.200494186	-3.015941441	1.0	1
30	0	0	16	1	0	0	0	48.200543890	-3.015814242	1.0	1
31	0	0	16	1	0	0	0	48.200544417	-3.015666910	1.0	1
32	0	0	16	0	0	0	0	48.200210530	-3.015642010	1.0	1
33	0	0	16	1	0	0	0	48.199930281	-3.015686043	1.0	1
34	0	0	16	1	0	0	0	48.199854808	-3.015867040	1.0	1
35	0	0	16	1	0	0	0	48.199849946	-3.016080234	1.0	1
36	0	0	16	1	0	0	0	48.199916999	-3.016268502	1.0	1
37	0	0	16	1	0	0	0	48.200038000	-3.016381397	1.0	1
38	0	0	16	1	0	0	0	48.200180527	-3.016388670	1.0	1
39	0	0	16	0	0	0	0	48.200026140	-3.016332400	1.0	1
40	0	0	16	1	0	0	0	48.200162261	-3.016268998	1.0	1
41	0	0	16	1	0	0	0	48.200114544	-3.016233280	1.0	1
42	0	0	16	1	0	0	0	48.200061280	-3.016238036	1.0	1
43	0	0	16	1	0	0	0	48.200016742	-3.016281991	1.0	1
44	0	0	16	1	0	0	0	48.199992864	-3.016353368	1.0	1
45	0	0	16	1	0	0	0	48.199996043	-3.016433041	1.0	1
46	0	0	16	0	0	0	0	48.200383170	-3.015733290	1.0	1
